"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"11",NA,"NY","NY","1030645","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","J. D. Mitchell","1998-01-01T00:00:00.000+0000","32713","A. E. Brina",1995,8,30,"Brazil","Minas Gerais",NA,"APA Carste de Lagoa Santa, Lagoa Santa",-43.8896109001237,-19.6310028411826,NA,"193b5d31-08d0-419b-84f8-64a9d09af12f",NA,"Astronium nelson-rosae Santin"
"12",NA,"UFU","HUFU","4129","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"862","Araújo, G.M.",1992,7,25,"Brazil","Minas Gerais","Araguari","Bosque John Kennedy",0,0,"Arbóreo, ca. 20 m. Flores avermelhadas.","BRA:UFU:HUFU:0000004129",NA,"Astronium nelson-rosae Santin"
"13",NA,"NY","NY","1030642","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","J. D. Mitchell","1993-01-01T00:00:00.000+0000","365","V. C. Souza",1992,8,25,"Brazil","Minas Gerais",NA,"Rio Vermelho, Prop. do Sr. Carlos JerÃ´nimo.",0,0,NA,"97039576-16a2-4ebb-b0c2-248b48facbc0",NA,"Astronium nelson-rosae Santin"
"14",NA,"Reserva Natural Vale (CVRD)","CVRD","3930","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"365","Souza, V.D.",1992,8,25,"Brazil","Mg","RIO VERMELHO",NA,NA,NA,"<ll>dwc_commonname:</ll> Aroeira vermelha","BRA:CVRD:CVRD:0000003930",NA,"Astronium nelson-rosae Santin"
"15",NA,"UFU","HUFU","4131","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"864","Araújo, G.M.; et al.",1992,9,19,"Brazil","Minas Gerais","Araguari","Bosque John Kennedy",0,0,"Arbóreo, ca. 18 m. Frutos verdes.","BRA:UFU:HUFU:0000004131",NA,"Astronium nelson-rosae Santin"
"16",NA,"NY","NY","1030643","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","D. A. Santin","1991-01-01T00:00:00.000+0000","777","M. Aparecida da Silva",1989,8,9,"Brazil","Distrito Federal",NA,"Reserva EcolÃ³gica do IBGE. Mata ciliar do cÃ³rrego Roncador, ao lado da ChÃ¡cara II.",-47.8953,-15.9683,NA,"53e31698-9682-44df-8e7c-20aee66e7281",NA,"Astronium nelson-rosae Santin"
"17",NA,"UNICAMP","UEC","51940","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","Santin, D.A.","1991-03-01T00:00:00.000+0000","777","Silva, M.A.; Alvarenga, D.",1989,8,9,"Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Mata ciliar do córrego Roncador, ao ldo da Chácara ||.",-47.895278,-15.968333,"Árvore ca. 20m de altura, inflorescência ramificada com pequenas flores avermelhadas, frutos jovens de cor roxa.","BRA:UNICAMP:UEC:0000051940",NA,"Astronium nelson-rosae Santin"
"18",NA,"UFU","HUFU","2518","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"649","Araújo, G.M.",1989,9,23,"Brazil","Minas Gerais","Uberlândia","Fazenda do Glória",0,0,"Árvore, ca. 7,5 m.; Mata mesofitica.","BRA:UFU:HUFU:0000002518",NA,"Astronium nelson-rosae Santin"
"19",NA,"UFU","HUFU","2519","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"650","Araújo, G.M.",1989,9,30,"Brazil","Minas Gerais","Uberlândia","Fazenda do Glória",0,0,"Árvore, ca. 9,0 m.; Mata mesofitica.","BRA:UFU:HUFU:0000002519",NA,"Astronium nelson-rosae Santin"
"20",NA,"UNICAMP","UEC","059297","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"650","Araújo, G.M.",1989,9,30,"Brazil","Minas Gerais","Uberlândia","Fazenda Experimental do Glória, Mata mesófila semidecídua.",0,0,"Árvore com 9 m de altura, latossolo vermelho.","BRA:UNICAMP:UEC:0000059297",NA,"Astronium nelson-rosae Santin"
"21",NA,"NY","NY","1030644","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","D. A. Santin","1991-01-01T00:00:00.000+0000","126","M. S. Menandro",1988,9,4,"Brazil","Minas Gerais",NA,"Fazenda VÃ¡rgem do Machado.",-43.0093502652758,-18.2973786558272,NA,"81b475c2-6739-427e-af06-c81bc742c200",NA,"Astronium nelson-rosae Santin"
"22","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","139774","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","Santini, D.A.","1994-04-01T00:00:00.000+0000","329","Mike Hopkins",1984,8,15,"Brazil","Distrito Federal",NA,"Estação Florestal Cabeça de Veado, ca. de 20 Km a SE de Brasília. Área do atual Jardim Botânico.",NA,NA,NA,"urn:catalog:inpa:herbarium:147878",NA,"Astronium nelson-rosae Santin"
"23",NA,"US","Botany","3109094","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"1115","B. A. S. Pereira",1984,8,14,"Brazil","Distrito Federal",NA,"Reserva Biológica do IBGE.",NA,NA,NA,"http://n2t.net/ark:/65665/3ade985a6-5121-42e3-9bbe-ae736fa38354",NA,"Astronium nelson-rosae Santin"
"24","2014-12-01T11:08:18.000+0000","JBRJ","RB","RB00040215","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","D.A. Santin",NA,"1115","B.A.S. Pereira",1984,8,14,"Brazil","Distrito Federal","Distrito Federal","Brasília. Reserva Ecológica do IBGE",NA,NA,"Folíolos pubescentes numa das faces. Flores amarelas. Botões e pedunculos cor purpúrea","urn:catalog:JBRJ:RB:40215",NA,"Astronium nelson-rosae Santin"
"25",NA,"US","Botany","3064140","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"7316","E. P. Heringer, T. S. Filgueiras, R. C. de Mendonça & B. A. S. Pereira",1981,8,5,"Brazil","Distrito Federal",NA,"Bacia do rio São Bartolomeu. Adjacencias do Ribeirão Taboca",NA,NA,NA,"http://n2t.net/ark:/65665/30ea8f99c-3557-4445-8c25-0ae0f6428f74",NA,"Astronium nelson-rosae Santin"
"26",NA,"UNICAMP","UEC","42109","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","Santin, D.A.","1989-04-20T00:00:00.000+0000","7316","Heringer, E.P.; Filgueiras, T.S.; Mendonça, R.C.; Pereira, B.A.S.",1981,8,5,"Brazil","Distrito Federal","Brasília","Bacia do R.S. Bartolomeu, Adjacências do Ribeirão Taboca. Árvore testemunha de mata em encosta de morro de solo bom.",0,0,"Árvore ca. de 8m de altura; folhagem ausente, mas ressurgindo em alguns ramos; botões e flores cor purpúrea escura; corola amarela intensamente.","BRA:UNICAMP:UEC:0000042109",NA,"Astronium nelson-rosae Santin"
"27",NA,"US","Botany","3064142","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"5198","E. P. Heringer, T. S. Filgueiras, R. C. de Mendonça & B. A. S. Pereira",1980,7,3,"Brazil","Distrito Federal",NA,"Bacia do Rio São Bartolomeu",NA,NA,NA,"http://n2t.net/ark:/65665/3f382017d-7994-4497-8282-e51ae8e56296",NA,"Astronium nelson-rosae Santin"
"28",NA,"UNICAMP","UEC","26451","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","Santin, D.A.","1989-04-20T00:00:00.000+0000","5198","Heringer, E.P.; Filgueiras, T.S.; Mendonça, R.C.; Pereira, B.A.S.; Heringer-Salles, A.E.; Chaga",1980,7,3,"Brazil","Distrito Federal","Brasília","Bacia do R.S. Bartolomeu",0,0,"Árvore aparentemente jovem com tronco dividido em dois, 50 cm acima do nível do solo; folres demininas, botões e pedúnculos pupúreos; cheiro pronunciado; mata ciliar.","BRA:UNICAMP:UEC:0000026451",NA,"Astronium nelson-rosae Santin"
"29",NA,"US","Botany",NA,"Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"1709","E. P. Heringer, T. S. Figueiras, R. C. de Mendonça, B. A. S. Pereira & A. Salles",1979,7,3,"Brazil","Distrito Federal",NA,"Bacia do Rio São Bartolomeu.",NA,NA,NA,"http://n2t.net/ark:/65665/3f169cb34-e4e3-4db6-add7-c9d49639f8fc",NA,"Astronium nelson-rosae Santin"
"30",NA,"NY","NY","1030649","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","D. A. Santin","1991-01-01T00:00:00.000+0000","1709","E. P. Heringer",1979,7,3,"Brazil","Distrito Federal",NA,"Bacia do Rio SÃ£o Bartolomeu.",-47.9298726661488,-15.7834208090807,NA,"6cf9bc99-02eb-4200-b9e5-a429c25546b2",NA,"Astronium nelson-rosae Santin"
"31",NA,"US","Botany","2932642","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"1891","E. P. Heringer, T. S. Filgueiras, R. C. de Mendonça, B. A. S. Pereira & A. Salles",1979,7,23,"Brazil","Distrito Federal",NA,"Bacia do Rio São Bartolomeu, abaixo da Barra do Córrego Coqueirão ou do Goiano",NA,NA,NA,"http://n2t.net/ark:/65665/3ffd1b108-1830-4d8b-9f5a-e579e3d3dd34",NA,"Astronium nelson-rosae Santin"
"32",NA,"NY","NY","1030647","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","D. A. Santin","1991-01-01T00:00:00.000+0000","24145","R. S. Santos",1963,9,12,"Brazil","Minas Gerais",NA,"Faz. S. JosÃ©, pr. VarjÃ£o.",-46.0320526814449,-18.381876287632,NA,"13aadb30-c01a-47eb-9561-7897792aafbc",NA,"Astronium nelson-rosae Santin"
"33",NA,"NY","NY","1030646","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","D. A. Santin","1991-01-01T00:00:00.000+0000","24145","R. S. Santos",1963,9,12,"Brazil","Minas Gerais",NA,"Faz. S. JosÃ©, pr. VarjÃ£o.",-46.0320526814449,-18.381876287632,NA,"2ffacdcd-e115-4107-b33e-924f4762b571",NA,"Astronium nelson-rosae Santin"
"34","2012-08-18T05:19:00.000+0000","MO","MO","2876829","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","D.A. Santin","1989-01-01T00:00:00.000+0000","Maguire 56991","Bassett Maguire|João Murça Pires|Celia K. Maguire|Nilo T. Silva",1963,10,1,"Brazil","Goiás",NA,"Estados Pará, Goiás, Mato Grosso, Terr. Rondónia. On forest island in cerrado, 64 km beyond Jatai en route to Goiania.",NA,NA,NA,"urn:catalog:MO:Tropicos:2876829","http://www.tropicos.org/Specimen/2876829","Astronium nelson-rosae Santin"
"35",NA,"NY","NY","1030648","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","D. A. Santin","1991-01-01T00:00:00.000+0000","56991","B. Maguire",1963,10,1,"Brazil","GoiÃ¡s",NA,"64 km beyond Jatai en route to Goiania.",-50.928775921651,-17.8020522789529,NA,"584d8431-ea4a-4a08-9830-45bae607697e",NA,"Astronium nelson-rosae Santin"
"36",NA,"UFV","VIC","14704","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"s.n.","Mota, A.L.P.; et al.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Triângulo Mineiro, Mata de Furnas.",0,0,NA,"BRA:UFV:VIC:0000014704",NA,"Astronium nelson-rosae Santin"
"37",NA,"UFV","VIC","13756","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"s.n.","Mota, A.L.P.; et al.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Triângulo Mineiro, Mata do Córrego Volta Grande.",0,0,"Casca cinza, acastanhada clara com manchas em depressões lisa, casca interna dura rosa, ferrugíneas; folhas glabras com cheiro de manga.","BRA:UFV:VIC:0000013756",NA,"Astronium nelson-rosae Santin"
"38",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","54773","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"5300","Barreto, HLM",NA,NA,NA,"Brazil","Minas Gerais","Belo Horizonte",NA,0,0,NA,"BRA:UFMG:BHCB:0000054773",NA,"Astronium nelson-rosae Santin"
"39",NA,"F","Botany","V0204061F","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"7bc48a1a-c04f-4ed3-b77b-8639277a7320",NA,"Astronium nelson-rosae Santin"
"40",NA,"UFV","VIC","13475","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"s.n.","Mota, A.L.P.; et al.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Triângulo Mineiro, Capoeirão José Brás.",0,0,"Página inferior pubescente, quando maceradas exalam cheiro forte de manga. Casca cinza com cicatrizes anelares; lisa com algumas placas deiscentes; casca interna rosa, macia, alburno branco.","BRA:UFV:VIC:0000013475",NA,"Astronium nelson-rosae Santin"
"41",NA,"UFV","VIC","13607","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"s.n.","Mota, A.L.P.; et al.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Triângulo Mineiro",0,0,NA,"BRA:UFV:VIC:0000013607",NA,"Astronium nelson-rosae Santin"
"42",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","32713","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"s.n.",NA,NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa","Carste de Lagoa Santa",0,0,NA,"BRA:UFMG:BHCB:0000032713",NA,"Astronium nelson-rosae Santin"
"43",NA,"UFV","VIC","5169","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"s.n.","Mota, A.L.P.; et al.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Triângulo Mineiro, Capoeira da Fazenda Registro.",0,0,NA,"BRA:UFV:VIC:0000005169",NA,"Astronium nelson-rosae Santin"
"44","2/06/17 16:10","INPA","INPA","139774","Astronium nelson-rosae","Anacardiaceae","Astronium",NA,"Santin","Santini, DA",NA,NA,NA,NA,NA,NA,"Brasil","Distrito Federal",NA,"Esta̤̣o Florestal Cabe̤a de Veado, ca. de 20 Km a SE de Bras�_lia. ́rea do atual Jardim Bot̢nico.",NA,NA,NA,NA,NA,"Astronium nelson-rosae Santin"
